Metin,Durum
yorumlar üzerine aldım ve iyiki almışım harika bir ürün kusursuz kargo tavsiye ediyorum çok menmun kaldim teşekkürler Trendyol,
Ürün sapasağlam bir şekilde gönderilmiş. Bu kadar yoğun bir süreçte bile dün sipariş edip bugün ulaştırdılar elime. Çok teşekkürler,
Güzel ürün paketlenmesi de gayet güzel sıfıra yakın kesiyor en ucuz satan satıcı da buydu garanti belgesi içinde geldi. tavsiye ediyorum kesinlikle.,
Harika bir ürün şiddetle tavsiye ederim pahalı makinelerden bir farkı yok kuaförümün tavsiyesi ile aldım,
Çok güzel bir makine ama içinde sadece 1 2 3 numara kesim uçları var sakal ense ve düzeltme için 10 numara.,
arkadaşlar ürün elime ulaştı ve tek kelimeyle mükemmel geldi direk saçımı ve sakalımı kestim bana mısın demedi şarjı fulleyip kesince zaten tam bi canavar tek bi sorunu tarakları çok kısa 1mm 2mm ve 3mm olmak üzere 3 tarağı var ve 3mmlik tarak berberlerdeki 1 numaraya denk geliyor yani en uzunu bile 1 numara ama ben zaten evden çıkmıyorum diye aldım direk 1 e vurdum kafam fırıl fırıl şuan oh tavsiye ederim,
Eskisini kullanıyordum 7-8 senedir . Bildiğim marka . Tam bir F/P ürünü. Sinek kaydı yapmıyor tabiki . 3 numara saç kesebilirsiniz en fazla .Taraklar 1 ,2 ve 3 numara .,
Çok güzel çok memnunuz 1 yıl oldu kullanalı gayet güzel diğer popüler markalara o kadar para vermeye gerek yok trendyol iyi ki var,
Bir haftalık ve oldukça sert olan sakalımı toplam 3 dakikada aldı. Ürün çok iyi çıktı. 0 olarak alıyor Gözünüz kapalı alabilirsiniz. Tek sıkıntı teslimat 10 gün kadar sürdü. Ama bu pandemi döneminde o da çok normal bence. Teşekkürler emeği geçenlere,
Sıfıra yakın kesiyor. Hatta dikkat etmezseniz jiletle tıraş olur gibi kesebilirsiniz cildinizi. Bıyıklarımı keserken yanlışlıkla dudağıma değdirdim azıcık kanadı ?? gerçekten iyi kesiyor,
artık 5-6 aydır kullanıyorum, ve gerçekten çok kaliteli. bu yorum normal insan tarafından yazılmıştır random değil yani. Tam gönül rahatlığıyla alın. hem ince güzel ele rahat oturuyor hem de ister saç ister Vücut her yer için uygun güçlü bir başlığa sahip,
Ürün gerçekten başarılı, bıçaklar keskin, 3 adet başlık var 1,2,3 mm lik. Temizleme fırçası ve yağ bakım için gönderiliyor kutuda.,
Çok kaliteli bir traş makinası ve diğer ünlü markalardan cok daha kullanışlı. Tek eksiği plastik tarak sayısı az.,
Ürün beklentilermi karşlladl motoru çokguzel çallşlyor herkese tavsiye ediyorum çokhlzlı iyi traş ediyor,
15 yildir kirli sakal gezen biri olarak farkli marka ve modelde makinalar kullandim. Şunu söylemek gerekirse makineyi elinize alinca kalitesini hissediyorsunuz. Çalıştırmaya gerek kalmadan. diyeceklerim bu kadar :),
Gayet iyi sakal traşlarımda kullanıyorum içinde 3 başlık var 1,2,3mm olarak genelde ense ve sakal çizme için kullanıyorum,
makineyi eline aldığında kalitesini anlıyorsun zaten. Baska söze gerek yok. Mağaza paketlenmesi de iyi. Teşekkürler,
Ben ürünü çok beğendim. Bu ürüne muadil sayılabilecek olan Fakir Stubby isimli ürünü kullanmıştım daha önce. Ona kıyasla artı yönü daha kısa tıraş yapması ve daha ergonomik olması. Eksi yönü ise Powertec de daha az tarak numarası bulunması. Sonuç olarak kaliteli bir ürün bence ve bu fiyatlarda kaldığı sürece tercih edilebilir. Muhtemelen herkesin aklına gelen ilk soru sıfır alıp almadığı. tam anlamıyla sıfır denemese de oldukça dipten alıyor. (Uzun kullanım yorumu değildir ),
Makina güzel biraz küçük berberlerin ense ve sakal için kullandığı makina ama kişisel kullanımda saç içimde kullanılır,
Fiyatına göre harika bir traş makinesi. Makinesi 4 aydır kullanıyorum ve çok memnunum. Sakalları sıfıra çok yakın alıyor ve şarjı uzun gidiyor.,
Powertec markasını daha önce almıştım fakat o biraz daha büyüktü. Makinayı ilk kullanımımda süper hızla çalışıyor. 20 dakika içersinde tüm saç sakalı aldı. Kesinlikle tıraş makinasında power tec diyorum. Aldığınız para helal olsun.,
Ürün paketleme gayet iyi. Çalışmasında herhangi bir problem yok. Fiyatına göre gayet iyi bir ürün. Tereddüt etmeden alabilirsiniz.,
ürün tıpkı görüldüğü gibi ancak sadece sakal için. sert sakallarda 0 almıyor ancak yumusak sakalliniz varsa 0 kesiyor,
görseldeki gibi geldi kargo hızlıydı, memurum haftalık traş için çok ideal sakalım yumuşak ve nerdeyse jilet gibi sıfır alıyor, tek sarjla 3 kez tıraş oldum genel,
Ürün bir buçuk gün gibi kısa bi sürede elimizdeydi ve beklediğimiz gibi güzel bi üründü hızınız için tebrikler ????????????,
eşime hediye aldim, bilinen en kaliteli makinalardan daha güzel olduğunu soyledi eşim, neredeyse sıfıra yakın kesiyor, sinek kaydı diyebiliriz, tek eksiği bıçakları çok keskin olduğu için başlıksız kullanımda çok bastırmadan tras olunmalı yoksa cildi tahriş ediyor, bu fiyata çok çok çok güzel bir urun,
ben cok uzun zamandir arastirdigim bir urundu. hem telefon kablosu hemde kendi adaptörü ile sarj oluyor. sifira yakin kesiyor gercekten sarji da ciddi anlamda cok uzun sure gidiyor. ense faul sakal yada vucudda kullanilir. ama diger türlü kullanilacagini dusunmuyorum,
Arkadaşım tavsiye etmişti bu ürünü piyasaya farklı isimlerde birçok ürün var ancak tavsiye üzerine aldım ve çok memnun kaldım sakal için mükemmel,
Ürun elime cabuk ulastı. Sıkıntısız sekilde kullanmaya basladım. performansı şimdilik çok iyi ileride nasıl degisir bilemem.,
Ürünü saç kesimi için sipariş verdim. Acabalarım vardı sipariş verirken. Ancak gerçekten sorunsuz bir şekilde saçlarımı kestim. Hiç takılma çekme yapmadı. Çok kaliteli bir ürün. Tereddüt etmeden sipariş verebilirsiniz. İçinde 3-2-1 şeklinde tarakları var. Ben daima kısa saç istediğim için ihtiyacımı karşıladı. Kargo hızlıydı. Pişman olmayacağınız bir ürün.,
Ürün kaliteli ihtiyaci karsilamakta. Sıfır gibi almasada sıfıra yakın sakallari almakta. Keserken takilma yavaşlama yok 30 günlük sakali cok hizli aldı ilk kullanimda.,
F/p ürünü kargo cok iyi araya haftasonu girmesine ragmen 3 gün icerisinde geldi ürün kaliteli hissi veriyor,
Mükemmel gerçekten bu fiyata alabilceginiz en iyimakind 90 dakikakka jarji gidiyor iyi kesio ve türk malı sakal ve ense için ideal ancak saç kesimi için önermem çünkü 1 2 3 lük ler cikior,
Ürün bugün tam ve eksiksiz geldi, sadece biraz geç kargolandı , makina harika , sakalı 0 a yakın kesiyor , saçıda kusursuz kesiyor, tasarımı ve kullanımı muazzam, fiyatıda çok iyi.. Teşekkürler,
dedikleri kadar varmış, keskin şarjı iyi gidiyor, usb den şarj çok iyi adaptöre gerek yok, başlık sayısı 1-2 tane daha fazla olabilirmiş, kısa kesimler için ideal, daha fazlasına gerek var mı bilmiyorum çünkü fiyatına göre değmez gibi, 200-300 Lük makineler 500-600 oldu,
sakal kesimi ve şekillendirmesi icin aldim cok memnunum keskinligi vs cok iyi. cok kullanisli urun sac kesimi icin bilmiyorum ama sakal icin ideal.,
Gayet kullanışlı bir makina tek sorun en büyük ucunun 3 numara olması. Saçı da sakalı da rahat kesiyor.,
Abime ve babama aldım ikisi de Her türlü şekillendirme için uygun olduğunu ve çok büyük rahatlık olduğunu söylediler saç sakal İçin özellikle harika bir ürün tereddüt etmeden alabilirsiniz,
Çok hızlı geldi. Trendyoldan aldığım ve en hızlı gelen ürün. Herşey sağlam ve yerinde. Ürünü berber arkadaşım önerdi. Sadece sakal için.,
ürünü kullandım gerçekten süper gönül rahatlığıyla Kullanabilirsiniz nerdeyse sakalımı sıfır gibi kesti beş yildiz verdim urune,
Ürün fiyatına göre çok iyi şarj ünitesine takınca dolduğunu yeşil ışıktan anlayabiliyoruz. Çok kullanışlı ve pratik her türlü insanın kolaylıkla kullanabileceği bir traş makinesi olduğunu düşünüyorum. Ayrıca paketleme çok özenliydi firmaya teşekkür ederim,
super bi tras makinasi bunun gibisi yok iki tane aynisindan aldım tavsiye ederim kesinlikle alacaginiz tek makina bu hic düşünmeden alabilirsiniz,
Çok kullanışlı. Her eve tavsiye ederim. Özellikle şu son zamanlarda berbere gidemediğim iz bu coronavirüs günlerinde kurtarıcımız oldu. Hem sakal hem de saç kesiminde kullandık.,
Ürün kısa zamanda elime geçti. Aras kargo çok iyi. Ürünün ambalajı sağlamdı ezilme büzülme yoktu. Ürüne gelince içinde şarj aleti bakım yağı ve 1-2-3 numara makina ucu taraklar mevcut. Makina gayet güzel. Ama 4 ve 5 numara taraklarıda olsaymış saç kesmek için çok daha ideal olacakmış. Bu şekilde biz amatörler için ense traşı felan yapmak ideal. Bunları göz önünde bulundurun makina fiyatına göre bence güzel.,
Mukemmel bı makına tavsıye ederım sacıda gızel kesıyo  sakl fln mukmmel bı urun,
Bu fiyata bu kadar başarılı bir ürün beklemiyordum. Eşim saç ve sakalını kesti. Ben de kendi saçlarımı bile kesebildim evde. Tereddütlüydüm ama performansı beni etkiledi,
ürünu saç kesmek icin aldik gelir gelmezde kullandik hala icindeki şarji bitmedi cidden basarilı ?? hem ucuz hem kaliteli ??,
ürün fiyatına göre beklentiyi karşılıyor. sakal traşında hiç sorun yok yalnız saç traşında biraz zaman alıyor. kargo işine gelince aras kargo her zamanki gibi berbat. evimin kapısına kadar gelip kağıt asmışlar. gidip kendim aldım artık.,
bugün teslim aldim kisa surede elime ulaştı denedim cok beğendim indirimdeyken aldim simdi bir tane daha siparis verdim arkadasim için,
ürünü berberimin önerisi üzerine aldım, sıfıra yakın bir kesimi var,3 tane numaralı başlıkları sayesinde sakalıma şekil verebiliyorum.,
Ürünü berberim Traşta kullanmıştı, sıfır alması ve bıçaklarını çok beğenmiştim. Burada görünce de aldım. Yarı profesyonel bir traş makinesi, ev tipi pahalı markalara on basar.,
ürünü kuaförümün tavsiyesi üzerine aldım gayet iyi başarılı sakallar ve enseye alma da gayet başarılı alacaklara tavsiye ediyorum şarj süresi da gayet iyi aldığımdan beri hiç şarj etmedim 8 - 10 defa kullandım hâlâ şarjı bitmedi,
ürün güzel bir duruşu var kullanışlı duruyo sakal tıraşı gayet iyi kirli tıraş sonrası sakal gibi oluyo tavsiye edilir,
Kalitenin dahada üstünde bir ürün. Mükemmel. 3 tane tarağı var. Taraksiz ise 1-2 günlük sakal seklinde kesiyor.,
Bildiğim ürün gayet güzel işinizi görür satıcıdan ilk defa alışveriş yapıyorum hızlı ve gayet başarılı buldum saygılar,
1 günde geldi. Test etmek için ve Traş makinasını zorlamak için saç tıraşı oldum 1 saat duraksız çalıştı ve hâlâ şarjı bitmedi. çok güçlü ve kusursuz saç tıraşı yaptı taraklarıda çok işe yarıyor. Bıçakları keskin ve motoru kuvvetli. Bu fiyata bu makina efsane.,
Ürün gayet güZel..Almak isteyenler alsın..Gidipte teknoloji firmalarındaki ürünler okadar para vermeye degmez..,
Pahalı marka makineleri atın bi tarafa. Tek kelime ile harika ötesi. Her türlü beklentinizi karşılıyor çok kaliteli.,
ürünü babam için almıştım gayet başarılı. evden cikamadigimiz bu gunlerde daha genc olanlar kendi kendine kullanip sacini kesebilir.,
Güzele benziyor bakalım yeni geldi performans nasıl olur bilmiyorum ele oturuyor göründüğü gibi büyük değil.,
henüz kullanmadım ama powertec kuaför lerinde. kullandığı bir marka küçük görüntüsü güzel bir makine eksiksiz ve zamanında kargo içinde teşekkürler,
hızlı teslimat cihazı arastirarak aldım çok sert sakalı olmayanlara tavsiye ederim haftada bir kez aynî makinayla berberde tras oluyordum artık kendim olacagim. gönderen mağazaya ayrıca teşekkür ederim,
Abime berberi tavsiye etmiş kendisi de dükkanda bu makine ile traş ediyormuş. Ben de damat bohçası için aldım. Hızlı teslimat, hasarsız kutu. Ürün çok şık ve kaliteli. Saç için denemesi ama sakalları güzel kısaltıyor. Tavsiye ediyorum,
daha tras olmadım ama araştırmalarım sonucu aldım kaliteli duruyor ve fiyat en uygun birdaydi deneyip tekrar yazicam,
gerçekten harika bir ürün cildim çok hassas jilet kullanmadan gayet güzel alıyor ayrıca hızlı kargo için teşekkürler,
Faturalı, orijinal ürün. Hızlı şarj oluyor, bıyık ve sakalları istenilen uzunlukta zahmetsizce kısaltıyor. Önceki Philips makineme göre daha sessiz çalışıyor. Şık ve zarif bir tasarımı var. Philips vb markalara fazla para vermeye gerek yok. Bu makine uygun fiyata işini iyi yapıyor.,
Ürün 2 gün içinde elime geçti çok güzel ve kullanışlı bir ürün harika ötesi usb giriş yerinin olması ayrıca bir avantaj,
hizli kargo 1 gunluk gibi tiras ediyor tiras bicagi hassasiyeti olanlar icin iyi deriyi tutmuyor kanatmiyor.,
gerçekten etkili, elime geçtiği gün denedim ve çok memnun kaldım. yorumlara bakarak ve kuaför arkadaşıma danışarak aldım,
portatif ve kaliteli ürün, usb girişi olması ayrı avantaj memnun kaldım. Firma sahibi ve çalışanlarına çok teşekkür ederim. .,
ürün gercekten çok kaliteli sıfıra yakin kesiyor ve cok kullanisli. yuzunuzde gezdigini hissetmiyorsunuz. trendyol güvenceside varken ihtiyaci olan herkese tavsiye ediyorum.,
Ürün göründüğü gibi güzel beklentiniz çokta yüksek olmasın bu fiyata en iyisi,
Ürün fiyatına göre gayet iyi.,
karantinada iş görüyor.. fiyat performans ürünü.. teşekkürler..,
Harika esim bayildi cok uygun fiystli ve fazlasiyla is goruyor daha fazlasini vermeye gerek yok,
kardesim icin aldik.gayet kullanisli bir sıkıntı yok,
Pandemi döneminde çok işimizi gördü. Gayet kullanışlı. Hafif rahat şarjı da iyi gidiyor,
ürünu eşime hediye aldım beğendi severek kullaniyor,
Isimizi gordu. Ama uzun kesmekmisterseniz uygun basligi yok.,
uzun süredir kullanıyorum hiçbir sorun yaşamadım tavsiye ederim,
Eşime hediye olarak almıştım severek kullanıyor eşimin kuaförü bu markayı tavsiye etmişti,
eşime hediye olarak aldım. çok memnun kaldı. arkadaslarina tavsiye ediyor.,
Beğendim fiyatını hakeden bir ürün.,
ürün süper daha evvelde trendyoldan almıştım,
fiyat ürün performansı güzel bir ürün,
sıfır yapmak istenyenler için çok iyi bir ürün,
FİYAT PERFORMANS OLARAK ÇOK İYİ,
Fiyata göre mükemmel bir alet,
Piyasaya göre uygun fiyatlı. Güzel bir ürün.,
Fiyatına göre çok güzel bir ürün,
Kuzey pazarlama isimli satıcadan aldım pazar akşamı aldım ürünü salı elime ulaştı ilk izlenim ürün kaliteli duruyor,
Bunun başka bir traş makinesini kullanıyordum 2 senedir karantinadan dolayı öğrenci evimde kaldı bir tane daha almak istedim yorumlar da gayet iyi bir traş makinesinden ne istiyorsanız onu karşılayacak bir makine ihtiyacı olanlara tavsiye edilir bu markalar tam f/p ürünü sağlam makina yapıyorlar,
güzel ürün uygun,
Saç için fazla beklenti içinde olmayın sakal kesimi ve fiyatına göre normal daha iyi ürün isteyenler fiyat konusunu yukarı taşımalı.,
Aynı markanın saç kurutma makinasını da kullanıyorum. Çok da memnunum. Salgın yüzünden indirimdeyken almıştım. Fiyatına göre Bayağı iyi görünüyor. ??,
Gayet iyi ürün . Saç kesimi için kullandık çok başarılı ama keşke 4 numara tarağıda olsaydı en uzun 3 numaraya kadar kesiyor ama gayet iyi,
TR-258 modelini de dedeme almıştım. Model koduna aldanıp bir de bu ütün daha yenidir diye bunu da kendime aldim. Ikisi de kötü değil fakat diğerini tavsiye ederim.,
pandemi döneminde almıştık, gayet kullanışlıydi eşimin ve oğlumun saçlarını kestim gayet eşit uzunlukta oluyor.,
Ürün gayet başarılı, kullandık memnunuz tek sorunu şarjının biraz az gittiğini düşünüyoruz. Kafa traşı için biraz daha fazla gidebilirdi şarjı.,
Ürün bıçakları çok keskin sakal ense için biçilmiş kaftan saç kesmek için alacaklara tavsiye etmem makina ona uygun değil diğer eksi yönler şarj kablosu çok basit kopacak gibi heran makina biraz tahriş ediyo cildi ve garanti belgesinde ne firma kaşesi nede garanti başlangıç tarihi var birde kutu açılmış gibi onun harici canavar,
Eniştem berber ve hep bu markanın ürünlerini kullanıyor. Çok memnun kaldı. Sadece kargoya çok geç verildi.,
